input_text,target_text
The developer wants to create project and assign task.,"Actor: developer
UseCase: create project
UseCase: assign task
Rel: developer -> create project
Rel: developer -> assign task"
The nurse wants to upload file and download resource.,"Actor: nurse
UseCase: upload file
UseCase: download resource
Rel: nurse -> upload file
Rel: nurse -> download resource"
The moderator wants to schedule interview and reschedule appointment.,"Actor: moderator
UseCase: schedule interview
UseCase: reschedule appointment
Rel: moderator -> schedule interview
Rel: moderator -> reschedule appointment"
The engineer wants to prescribe medicine and review test results.,"Actor: engineer
UseCase: prescribe medicine
UseCase: review test results
Rel: engineer -> prescribe medicine
Rel: engineer -> review test results"
The admin wants to submit assignment and check grades.,"Actor: admin
UseCase: submit assignment
UseCase: check grades
Rel: admin -> submit assignment
Rel: admin -> check grades"
The doctor wants to reset password and change email.,"Actor: doctor
UseCase: reset password
UseCase: change email
Rel: doctor -> reset password
Rel: doctor -> change email"
The volunteer wants to create account and assign roles.,"Actor: volunteer
UseCase: create account
UseCase: assign roles
Rel: volunteer -> create account
Rel: volunteer -> assign roles"
The officer wants to send message and read notifications.,"Actor: officer
UseCase: send message
UseCase: read notifications
Rel: officer -> send message
Rel: officer -> read notifications"
The volunteer wants to reset password and change email.,"Actor: volunteer
UseCase: reset password
UseCase: change email
Rel: volunteer -> reset password
Rel: volunteer -> change email"
The supervisor wants to verify documents and approve registration.,"Actor: supervisor
UseCase: verify documents
UseCase: approve registration
Rel: supervisor -> verify documents
Rel: supervisor -> approve registration"
The applicant wants to record attendance and send report.,"Actor: applicant
UseCase: record attendance
UseCase: send report
Rel: applicant -> record attendance
Rel: applicant -> send report"
The volunteer wants to fill out form and submit application.,"Actor: volunteer
UseCase: fill out form
UseCase: submit application
Rel: volunteer -> fill out form
Rel: volunteer -> submit application"
The supervisor wants to upload file and download resource.,"Actor: supervisor
UseCase: upload file
UseCase: download resource
Rel: supervisor -> upload file
Rel: supervisor -> download resource"
The moderator wants to start task and complete task.,"Actor: moderator
UseCase: start task
UseCase: complete task
Rel: moderator -> start task
Rel: moderator -> complete task"
The teacher wants to start task and complete task.,"Actor: teacher
UseCase: start task
UseCase: complete task
Rel: teacher -> start task
Rel: teacher -> complete task"
The moderator wants to request leave and view salary slip.,"Actor: moderator
UseCase: request leave
UseCase: view salary slip
Rel: moderator -> request leave
Rel: moderator -> view salary slip"
The customer wants to monitor system and report issue.,"Actor: customer
UseCase: monitor system
UseCase: report issue
Rel: customer -> monitor system
Rel: customer -> report issue"
The applicant wants to send message and read notifications.,"Actor: applicant
UseCase: send message
UseCase: read notifications
Rel: applicant -> send message
Rel: applicant -> read notifications"
The receptionist wants to fill out form and submit application.,"Actor: receptionist
UseCase: fill out form
UseCase: submit application
Rel: receptionist -> fill out form
Rel: receptionist -> submit application"
The agent wants to schedule interview and reschedule appointment.,"Actor: agent
UseCase: schedule interview
UseCase: reschedule appointment
Rel: agent -> schedule interview
Rel: agent -> reschedule appointment"
The customer wants to register for classes and pay tuition.,"Actor: customer
UseCase: register for classes
UseCase: pay tuition
Rel: customer -> register for classes
Rel: customer -> pay tuition"
The employee wants to setup profile and join session.,"Actor: employee
UseCase: setup profile
UseCase: join session
Rel: employee -> setup profile
Rel: employee -> join session"
The admin wants to enroll in course and drop course.,"Actor: admin
UseCase: enroll in course
UseCase: drop course
Rel: admin -> enroll in course
Rel: admin -> drop course"
The agent wants to enroll in course and drop course.,"Actor: agent
UseCase: enroll in course
UseCase: drop course
Rel: agent -> enroll in course
Rel: agent -> drop course"
The nurse wants to register for classes and pay tuition.,"Actor: nurse
UseCase: register for classes
UseCase: pay tuition
Rel: nurse -> register for classes
Rel: nurse -> pay tuition"
The applicant wants to file complaint and review case.,"Actor: applicant
UseCase: file complaint
UseCase: review case
Rel: applicant -> file complaint
Rel: applicant -> review case"
The volunteer wants to create account and assign roles.,"Actor: volunteer
UseCase: create account
UseCase: assign roles
Rel: volunteer -> create account
Rel: volunteer -> assign roles"
The customer wants to upload file and download resource.,"Actor: customer
UseCase: upload file
UseCase: download resource
Rel: customer -> upload file
Rel: customer -> download resource"
The employee wants to file complaint and review case.,"Actor: employee
UseCase: file complaint
UseCase: review case
Rel: employee -> file complaint
Rel: employee -> review case"
The trainer wants to verify documents and approve registration.,"Actor: trainer
UseCase: verify documents
UseCase: approve registration
Rel: trainer -> verify documents
Rel: trainer -> approve registration"
The doctor wants to issue book and collect returned books.,"Actor: doctor
UseCase: issue book
UseCase: collect returned books
Rel: doctor -> issue book
Rel: doctor -> collect returned books"
The moderator wants to enroll in course and drop course.,"Actor: moderator
UseCase: enroll in course
UseCase: drop course
Rel: moderator -> enroll in course
Rel: moderator -> drop course"
The nurse wants to approve request and generate report.,"Actor: nurse
UseCase: approve request
UseCase: generate report
Rel: nurse -> approve request
Rel: nurse -> generate report"
The student wants to submit assignment and check grades.,"Actor: student
UseCase: submit assignment
UseCase: check grades
Rel: student -> submit assignment
Rel: student -> check grades"
The developer wants to send message and read notifications.,"Actor: developer
UseCase: send message
UseCase: read notifications
Rel: developer -> send message
Rel: developer -> read notifications"
The supervisor wants to fill out form and submit application.,"Actor: supervisor
UseCase: fill out form
UseCase: submit application
Rel: supervisor -> fill out form
Rel: supervisor -> submit application"
The trainer wants to enroll in course and drop course.,"Actor: trainer
UseCase: enroll in course
UseCase: drop course
Rel: trainer -> enroll in course
Rel: trainer -> drop course"
The officer wants to approve request and generate report.,"Actor: officer
UseCase: approve request
UseCase: generate report
Rel: officer -> approve request
Rel: officer -> generate report"
The analyst wants to log in and update profile.,"Actor: analyst
UseCase: log in
UseCase: update profile
Rel: analyst -> log in
Rel: analyst -> update profile"
The applicant wants to start task and complete task.,"Actor: applicant
UseCase: start task
UseCase: complete task
Rel: applicant -> start task
Rel: applicant -> complete task"
The admin wants to file complaint and review case.,"Actor: admin
UseCase: file complaint
UseCase: review case
Rel: admin -> file complaint
Rel: admin -> review case"
The developer wants to create project and assign task.,"Actor: developer
UseCase: create project
UseCase: assign task
Rel: developer -> create project
Rel: developer -> assign task"
The manager wants to submit assignment and check grades.,"Actor: manager
UseCase: submit assignment
UseCase: check grades
Rel: manager -> submit assignment
Rel: manager -> check grades"
The customer wants to create account and assign roles.,"Actor: customer
UseCase: create account
UseCase: assign roles
Rel: customer -> create account
Rel: customer -> assign roles"
The student wants to flag content and escalate issue.,"Actor: student
UseCase: flag content
UseCase: escalate issue
Rel: student -> flag content
Rel: student -> escalate issue"
The customer wants to enroll in course and drop course.,"Actor: customer
UseCase: enroll in course
UseCase: drop course
Rel: customer -> enroll in course
Rel: customer -> drop course"
The receptionist wants to register for classes and pay tuition.,"Actor: receptionist
UseCase: register for classes
UseCase: pay tuition
Rel: receptionist -> register for classes
Rel: receptionist -> pay tuition"
The manager wants to file complaint and review case.,"Actor: manager
UseCase: file complaint
UseCase: review case
Rel: manager -> file complaint
Rel: manager -> review case"
The teacher wants to request leave and view salary slip.,"Actor: teacher
UseCase: request leave
UseCase: view salary slip
Rel: teacher -> request leave
Rel: teacher -> view salary slip"
The manager wants to create project and assign task.,"Actor: manager
UseCase: create project
UseCase: assign task
Rel: manager -> create project
Rel: manager -> assign task"
The customer wants to submit assignment and check grades.,"Actor: customer
UseCase: submit assignment
UseCase: check grades
Rel: customer -> submit assignment
Rel: customer -> check grades"
The teacher wants to setup profile and join session.,"Actor: teacher
UseCase: setup profile
UseCase: join session
Rel: teacher -> setup profile
Rel: teacher -> join session"
The moderator wants to enroll in course and drop course.,"Actor: moderator
UseCase: enroll in course
UseCase: drop course
Rel: moderator -> enroll in course
Rel: moderator -> drop course"
The technician wants to fill out form and submit application.,"Actor: technician
UseCase: fill out form
UseCase: submit application
Rel: technician -> fill out form
Rel: technician -> submit application"
The client wants to prescribe medicine and review test results.,"Actor: client
UseCase: prescribe medicine
UseCase: review test results
Rel: client -> prescribe medicine
Rel: client -> review test results"
The volunteer wants to prescribe medicine and review test results.,"Actor: volunteer
UseCase: prescribe medicine
UseCase: review test results
Rel: volunteer -> prescribe medicine
Rel: volunteer -> review test results"
The user wants to record attendance and send report.,"Actor: user
UseCase: record attendance
UseCase: send report
Rel: user -> record attendance
Rel: user -> send report"
The supervisor wants to prescribe medicine and review test results.,"Actor: supervisor
UseCase: prescribe medicine
UseCase: review test results
Rel: supervisor -> prescribe medicine
Rel: supervisor -> review test results"
The client wants to issue book and collect returned books.,"Actor: client
UseCase: issue book
UseCase: collect returned books
Rel: client -> issue book
Rel: client -> collect returned books"
The trainer wants to setup profile and join session.,"Actor: trainer
UseCase: setup profile
UseCase: join session
Rel: trainer -> setup profile
Rel: trainer -> join session"
The trainer wants to take quiz and view result.,"Actor: trainer
UseCase: take quiz
UseCase: view result
Rel: trainer -> take quiz
Rel: trainer -> view result"
The doctor wants to request leave and view salary slip.,"Actor: doctor
UseCase: request leave
UseCase: view salary slip
Rel: doctor -> request leave
Rel: doctor -> view salary slip"
The trainer wants to analyze data and export results.,"Actor: trainer
UseCase: analyze data
UseCase: export results
Rel: trainer -> analyze data
Rel: trainer -> export results"
The employee wants to file complaint and review case.,"Actor: employee
UseCase: file complaint
UseCase: review case
Rel: employee -> file complaint
Rel: employee -> review case"
The developer wants to take quiz and view result.,"Actor: developer
UseCase: take quiz
UseCase: view result
Rel: developer -> take quiz
Rel: developer -> view result"
The receptionist wants to enroll in course and drop course.,"Actor: receptionist
UseCase: enroll in course
UseCase: drop course
Rel: receptionist -> enroll in course
Rel: receptionist -> drop course"
The student wants to file complaint and review case.,"Actor: student
UseCase: file complaint
UseCase: review case
Rel: student -> file complaint
Rel: student -> review case"
The teacher wants to record attendance and send report.,"Actor: teacher
UseCase: record attendance
UseCase: send report
Rel: teacher -> record attendance
Rel: teacher -> send report"
The applicant wants to verify documents and approve registration.,"Actor: applicant
UseCase: verify documents
UseCase: approve registration
Rel: applicant -> verify documents
Rel: applicant -> approve registration"
The receptionist wants to send message and read notifications.,"Actor: receptionist
UseCase: send message
UseCase: read notifications
Rel: receptionist -> send message
Rel: receptionist -> read notifications"
The developer wants to log in and update profile.,"Actor: developer
UseCase: log in
UseCase: update profile
Rel: developer -> log in
Rel: developer -> update profile"
The receptionist wants to log in and update profile.,"Actor: receptionist
UseCase: log in
UseCase: update profile
Rel: receptionist -> log in
Rel: receptionist -> update profile"
The admin wants to log in and update profile.,"Actor: admin
UseCase: log in
UseCase: update profile
Rel: admin -> log in
Rel: admin -> update profile"
The volunteer wants to register for classes and pay tuition.,"Actor: volunteer
UseCase: register for classes
UseCase: pay tuition
Rel: volunteer -> register for classes
Rel: volunteer -> pay tuition"
The analyst wants to browse catalog and place order.,"Actor: analyst
UseCase: browse catalog
UseCase: place order
Rel: analyst -> browse catalog
Rel: analyst -> place order"
The employee wants to register for classes and pay tuition.,"Actor: employee
UseCase: register for classes
UseCase: pay tuition
Rel: employee -> register for classes
Rel: employee -> pay tuition"
The teacher wants to start task and complete task.,"Actor: teacher
UseCase: start task
UseCase: complete task
Rel: teacher -> start task
Rel: teacher -> complete task"
The supervisor wants to reset password and change email.,"Actor: supervisor
UseCase: reset password
UseCase: change email
Rel: supervisor -> reset password
Rel: supervisor -> change email"
The user wants to record attendance and send report.,"Actor: user
UseCase: record attendance
UseCase: send report
Rel: user -> record attendance
Rel: user -> send report"
The officer wants to submit assignment and check grades.,"Actor: officer
UseCase: submit assignment
UseCase: check grades
Rel: officer -> submit assignment
Rel: officer -> check grades"
The admin wants to reset password and change email.,"Actor: admin
UseCase: reset password
UseCase: change email
Rel: admin -> reset password
Rel: admin -> change email"
The agent wants to issue book and collect returned books.,"Actor: agent
UseCase: issue book
UseCase: collect returned books
Rel: agent -> issue book
Rel: agent -> collect returned books"
The admin wants to prescribe medicine and review test results.,"Actor: admin
UseCase: prescribe medicine
UseCase: review test results
Rel: admin -> prescribe medicine
Rel: admin -> review test results"
The manager wants to enroll in course and drop course.,"Actor: manager
UseCase: enroll in course
UseCase: drop course
Rel: manager -> enroll in course
Rel: manager -> drop course"
The nurse wants to verify documents and approve registration.,"Actor: nurse
UseCase: verify documents
UseCase: approve registration
Rel: nurse -> verify documents
Rel: nurse -> approve registration"
The officer wants to verify documents and approve registration.,"Actor: officer
UseCase: verify documents
UseCase: approve registration
Rel: officer -> verify documents
Rel: officer -> approve registration"
The nurse wants to schedule interview and reschedule appointment.,"Actor: nurse
UseCase: schedule interview
UseCase: reschedule appointment
Rel: nurse -> schedule interview
Rel: nurse -> reschedule appointment"
The officer wants to reset password and change email.,"Actor: officer
UseCase: reset password
UseCase: change email
Rel: officer -> reset password
Rel: officer -> change email"
The manager wants to verify documents and approve registration.,"Actor: manager
UseCase: verify documents
UseCase: approve registration
Rel: manager -> verify documents
Rel: manager -> approve registration"
The user wants to browse catalog and place order.,"Actor: user
UseCase: browse catalog
UseCase: place order
Rel: user -> browse catalog
Rel: user -> place order"
The customer wants to create project and assign task.,"Actor: customer
UseCase: create project
UseCase: assign task
Rel: customer -> create project
Rel: customer -> assign task"
The nurse wants to prescribe medicine and review test results.,"Actor: nurse
UseCase: prescribe medicine
UseCase: review test results
Rel: nurse -> prescribe medicine
Rel: nurse -> review test results"
The client wants to submit assignment and check grades.,"Actor: client
UseCase: submit assignment
UseCase: check grades
Rel: client -> submit assignment
Rel: client -> check grades"
The doctor wants to approve request and generate report.,"Actor: doctor
UseCase: approve request
UseCase: generate report
Rel: doctor -> approve request
Rel: doctor -> generate report"
The engineer wants to create project and assign task.,"Actor: engineer
UseCase: create project
UseCase: assign task
Rel: engineer -> create project
Rel: engineer -> assign task"
The technician wants to issue book and collect returned books.,"Actor: technician
UseCase: issue book
UseCase: collect returned books
Rel: technician -> issue book
Rel: technician -> collect returned books"
The manager wants to create account and assign roles.,"Actor: manager
UseCase: create account
UseCase: assign roles
Rel: manager -> create account
Rel: manager -> assign roles"
The technician wants to log in and update profile.,"Actor: technician
UseCase: log in
UseCase: update profile
Rel: technician -> log in
Rel: technician -> update profile"
The volunteer wants to start task and complete task.,"Actor: volunteer
UseCase: start task
UseCase: complete task
Rel: volunteer -> start task
Rel: volunteer -> complete task"
The manager wants to register for classes and pay tuition.,"Actor: manager
UseCase: register for classes
UseCase: pay tuition
Rel: manager -> register for classes
Rel: manager -> pay tuition"
The analyst wants to request leave and view salary slip.,"Actor: analyst
UseCase: request leave
UseCase: view salary slip
Rel: analyst -> request leave
Rel: analyst -> view salary slip"
The officer wants to issue book and collect returned books.,"Actor: officer
UseCase: issue book
UseCase: collect returned books
Rel: officer -> issue book
Rel: officer -> collect returned books"
The supervisor wants to submit assignment and check grades.,"Actor: supervisor
UseCase: submit assignment
UseCase: check grades
Rel: supervisor -> submit assignment
Rel: supervisor -> check grades"
The moderator wants to register for classes and pay tuition.,"Actor: moderator
UseCase: register for classes
UseCase: pay tuition
Rel: moderator -> register for classes
Rel: moderator -> pay tuition"
The user wants to prescribe medicine and review test results.,"Actor: user
UseCase: prescribe medicine
UseCase: review test results
Rel: user -> prescribe medicine
Rel: user -> review test results"
The librarian wants to file complaint and review case.,"Actor: librarian
UseCase: file complaint
UseCase: review case
Rel: librarian -> file complaint
Rel: librarian -> review case"
The officer wants to create account and assign roles.,"Actor: officer
UseCase: create account
UseCase: assign roles
Rel: officer -> create account
Rel: officer -> assign roles"
The engineer wants to flag content and escalate issue.,"Actor: engineer
UseCase: flag content
UseCase: escalate issue
Rel: engineer -> flag content
Rel: engineer -> escalate issue"
The agent wants to upload file and download resource.,"Actor: agent
UseCase: upload file
UseCase: download resource
Rel: agent -> upload file
Rel: agent -> download resource"
The trainer wants to create account and assign roles.,"Actor: trainer
UseCase: create account
UseCase: assign roles
Rel: trainer -> create account
Rel: trainer -> assign roles"
The librarian wants to verify documents and approve registration.,"Actor: librarian
UseCase: verify documents
UseCase: approve registration
Rel: librarian -> verify documents
Rel: librarian -> approve registration"
The developer wants to register for classes and pay tuition.,"Actor: developer
UseCase: register for classes
UseCase: pay tuition
Rel: developer -> register for classes
Rel: developer -> pay tuition"
The nurse wants to request leave and view salary slip.,"Actor: nurse
UseCase: request leave
UseCase: view salary slip
Rel: nurse -> request leave
Rel: nurse -> view salary slip"
The admin wants to browse catalog and place order.,"Actor: admin
UseCase: browse catalog
UseCase: place order
Rel: admin -> browse catalog
Rel: admin -> place order"
The customer wants to request leave and view salary slip.,"Actor: customer
UseCase: request leave
UseCase: view salary slip
Rel: customer -> request leave
Rel: customer -> view salary slip"
The applicant wants to start task and complete task.,"Actor: applicant
UseCase: start task
UseCase: complete task
Rel: applicant -> start task
Rel: applicant -> complete task"
The employee wants to upload file and download resource.,"Actor: employee
UseCase: upload file
UseCase: download resource
Rel: employee -> upload file
Rel: employee -> download resource"
The officer wants to monitor system and report issue.,"Actor: officer
UseCase: monitor system
UseCase: report issue
Rel: officer -> monitor system
Rel: officer -> report issue"
The instructor wants to monitor system and report issue.,"Actor: instructor
UseCase: monitor system
UseCase: report issue
Rel: instructor -> monitor system
Rel: instructor -> report issue"
The officer wants to file complaint and review case.,"Actor: officer
UseCase: file complaint
UseCase: review case
Rel: officer -> file complaint
Rel: officer -> review case"
The engineer wants to take quiz and view result.,"Actor: engineer
UseCase: take quiz
UseCase: view result
Rel: engineer -> take quiz
Rel: engineer -> view result"
The technician wants to create account and assign roles.,"Actor: technician
UseCase: create account
UseCase: assign roles
Rel: technician -> create account
Rel: technician -> assign roles"
The analyst wants to create account and assign roles.,"Actor: analyst
UseCase: create account
UseCase: assign roles
Rel: analyst -> create account
Rel: analyst -> assign roles"
The technician wants to send message and read notifications.,"Actor: technician
UseCase: send message
UseCase: read notifications
Rel: technician -> send message
Rel: technician -> read notifications"
The teacher wants to record attendance and send report.,"Actor: teacher
UseCase: record attendance
UseCase: send report
Rel: teacher -> record attendance
Rel: teacher -> send report"
The teacher wants to take quiz and view result.,"Actor: teacher
UseCase: take quiz
UseCase: view result
Rel: teacher -> take quiz
Rel: teacher -> view result"
The applicant wants to take quiz and view result.,"Actor: applicant
UseCase: take quiz
UseCase: view result
Rel: applicant -> take quiz
Rel: applicant -> view result"
The manager wants to register for classes and pay tuition.,"Actor: manager
UseCase: register for classes
UseCase: pay tuition
Rel: manager -> register for classes
Rel: manager -> pay tuition"
The librarian wants to monitor system and report issue.,"Actor: librarian
UseCase: monitor system
UseCase: report issue
Rel: librarian -> monitor system
Rel: librarian -> report issue"
The technician wants to browse catalog and place order.,"Actor: technician
UseCase: browse catalog
UseCase: place order
Rel: technician -> browse catalog
Rel: technician -> place order"
The developer wants to take quiz and view result.,"Actor: developer
UseCase: take quiz
UseCase: view result
Rel: developer -> take quiz
Rel: developer -> view result"
The receptionist wants to record attendance and send report.,"Actor: receptionist
UseCase: record attendance
UseCase: send report
Rel: receptionist -> record attendance
Rel: receptionist -> send report"
The developer wants to flag content and escalate issue.,"Actor: developer
UseCase: flag content
UseCase: escalate issue
Rel: developer -> flag content
Rel: developer -> escalate issue"
The trainer wants to create account and assign roles.,"Actor: trainer
UseCase: create account
UseCase: assign roles
Rel: trainer -> create account
Rel: trainer -> assign roles"
The teacher wants to issue book and collect returned books.,"Actor: teacher
UseCase: issue book
UseCase: collect returned books
Rel: teacher -> issue book
Rel: teacher -> collect returned books"
The nurse wants to reset password and change email.,"Actor: nurse
UseCase: reset password
UseCase: change email
Rel: nurse -> reset password
Rel: nurse -> change email"
The employee wants to enroll in course and drop course.,"Actor: employee
UseCase: enroll in course
UseCase: drop course
Rel: employee -> enroll in course
Rel: employee -> drop course"
The user wants to upload file and download resource.,"Actor: user
UseCase: upload file
UseCase: download resource
Rel: user -> upload file
Rel: user -> download resource"
The officer wants to prescribe medicine and review test results.,"Actor: officer
UseCase: prescribe medicine
UseCase: review test results
Rel: officer -> prescribe medicine
Rel: officer -> review test results"
The client wants to submit assignment and check grades.,"Actor: client
UseCase: submit assignment
UseCase: check grades
Rel: client -> submit assignment
Rel: client -> check grades"
The agent wants to issue book and collect returned books.,"Actor: agent
UseCase: issue book
UseCase: collect returned books
Rel: agent -> issue book
Rel: agent -> collect returned books"
The analyst wants to log in and update profile.,"Actor: analyst
UseCase: log in
UseCase: update profile
Rel: analyst -> log in
Rel: analyst -> update profile"
The receptionist wants to schedule interview and reschedule appointment.,"Actor: receptionist
UseCase: schedule interview
UseCase: reschedule appointment
Rel: receptionist -> schedule interview
Rel: receptionist -> reschedule appointment"
The supervisor wants to flag content and escalate issue.,"Actor: supervisor
UseCase: flag content
UseCase: escalate issue
Rel: supervisor -> flag content
Rel: supervisor -> escalate issue"
The developer wants to monitor system and report issue.,"Actor: developer
UseCase: monitor system
UseCase: report issue
Rel: developer -> monitor system
Rel: developer -> report issue"
The customer wants to submit assignment and check grades.,"Actor: customer
UseCase: submit assignment
UseCase: check grades
Rel: customer -> submit assignment
Rel: customer -> check grades"
The trainer wants to log in and update profile.,"Actor: trainer
UseCase: log in
UseCase: update profile
Rel: trainer -> log in
Rel: trainer -> update profile"
The supervisor wants to flag content and escalate issue.,"Actor: supervisor
UseCase: flag content
UseCase: escalate issue
Rel: supervisor -> flag content
Rel: supervisor -> escalate issue"
The student wants to send message and read notifications.,"Actor: student
UseCase: send message
UseCase: read notifications
Rel: student -> send message
Rel: student -> read notifications"
The developer wants to file complaint and review case.,"Actor: developer
UseCase: file complaint
UseCase: review case
Rel: developer -> file complaint
Rel: developer -> review case"
The analyst wants to flag content and escalate issue.,"Actor: analyst
UseCase: flag content
UseCase: escalate issue
Rel: analyst -> flag content
Rel: analyst -> escalate issue"
The officer wants to browse catalog and place order.,"Actor: officer
UseCase: browse catalog
UseCase: place order
Rel: officer -> browse catalog
Rel: officer -> place order"
The client wants to submit assignment and check grades.,"Actor: client
UseCase: submit assignment
UseCase: check grades
Rel: client -> submit assignment
Rel: client -> check grades"
The technician wants to prescribe medicine and review test results.,"Actor: technician
UseCase: prescribe medicine
UseCase: review test results
Rel: technician -> prescribe medicine
Rel: technician -> review test results"
The customer wants to register for classes and pay tuition.,"Actor: customer
UseCase: register for classes
UseCase: pay tuition
Rel: customer -> register for classes
Rel: customer -> pay tuition"
The applicant wants to register for classes and pay tuition.,"Actor: applicant
UseCase: register for classes
UseCase: pay tuition
Rel: applicant -> register for classes
Rel: applicant -> pay tuition"
The engineer wants to enroll in course and drop course.,"Actor: engineer
UseCase: enroll in course
UseCase: drop course
Rel: engineer -> enroll in course
Rel: engineer -> drop course"
The agent wants to request leave and view salary slip.,"Actor: agent
UseCase: request leave
UseCase: view salary slip
Rel: agent -> request leave
Rel: agent -> view salary slip"
The supervisor wants to register for classes and pay tuition.,"Actor: supervisor
UseCase: register for classes
UseCase: pay tuition
Rel: supervisor -> register for classes
Rel: supervisor -> pay tuition"
The volunteer wants to prescribe medicine and review test results.,"Actor: volunteer
UseCase: prescribe medicine
UseCase: review test results
Rel: volunteer -> prescribe medicine
Rel: volunteer -> review test results"
The doctor wants to log in and update profile.,"Actor: doctor
UseCase: log in
UseCase: update profile
Rel: doctor -> log in
Rel: doctor -> update profile"
The receptionist wants to send message and read notifications.,"Actor: receptionist
UseCase: send message
UseCase: read notifications
Rel: receptionist -> send message
Rel: receptionist -> read notifications"
The doctor wants to record attendance and send report.,"Actor: doctor
UseCase: record attendance
UseCase: send report
Rel: doctor -> record attendance
Rel: doctor -> send report"
The employee wants to prescribe medicine and review test results.,"Actor: employee
UseCase: prescribe medicine
UseCase: review test results
Rel: employee -> prescribe medicine
Rel: employee -> review test results"
The volunteer wants to send message and read notifications.,"Actor: volunteer
UseCase: send message
UseCase: read notifications
Rel: volunteer -> send message
Rel: volunteer -> read notifications"
The applicant wants to take quiz and view result.,"Actor: applicant
UseCase: take quiz
UseCase: view result
Rel: applicant -> take quiz
Rel: applicant -> view result"
The customer wants to register for classes and pay tuition.,"Actor: customer
UseCase: register for classes
UseCase: pay tuition
Rel: customer -> register for classes
Rel: customer -> pay tuition"
The student wants to approve request and generate report.,"Actor: student
UseCase: approve request
UseCase: generate report
Rel: student -> approve request
Rel: student -> generate report"
The receptionist wants to take quiz and view result.,"Actor: receptionist
UseCase: take quiz
UseCase: view result
Rel: receptionist -> take quiz
Rel: receptionist -> view result"
The moderator wants to fill out form and submit application.,"Actor: moderator
UseCase: fill out form
UseCase: submit application
Rel: moderator -> fill out form
Rel: moderator -> submit application"
The receptionist wants to upload file and download resource.,"Actor: receptionist
UseCase: upload file
UseCase: download resource
Rel: receptionist -> upload file
Rel: receptionist -> download resource"
The supervisor wants to enroll in course and drop course.,"Actor: supervisor
UseCase: enroll in course
UseCase: drop course
Rel: supervisor -> enroll in course
Rel: supervisor -> drop course"
The client wants to take quiz and view result.,"Actor: client
UseCase: take quiz
UseCase: view result
Rel: client -> take quiz
Rel: client -> view result"
The volunteer wants to fill out form and submit application.,"Actor: volunteer
UseCase: fill out form
UseCase: submit application
Rel: volunteer -> fill out form
Rel: volunteer -> submit application"
The moderator wants to file complaint and review case.,"Actor: moderator
UseCase: file complaint
UseCase: review case
Rel: moderator -> file complaint
Rel: moderator -> review case"
The admin wants to analyze data and export results.,"Actor: admin
UseCase: analyze data
UseCase: export results
Rel: admin -> analyze data
Rel: admin -> export results"
The moderator wants to send message and read notifications.,"Actor: moderator
UseCase: send message
UseCase: read notifications
Rel: moderator -> send message
Rel: moderator -> read notifications"
The moderator wants to create account and assign roles.,"Actor: moderator
UseCase: create account
UseCase: assign roles
Rel: moderator -> create account
Rel: moderator -> assign roles"
The officer wants to approve request and generate report.,"Actor: officer
UseCase: approve request
UseCase: generate report
Rel: officer -> approve request
Rel: officer -> generate report"
The user wants to record attendance and send report.,"Actor: user
UseCase: record attendance
UseCase: send report
Rel: user -> record attendance
Rel: user -> send report"
The instructor wants to upload file and download resource.,"Actor: instructor
UseCase: upload file
UseCase: download resource
Rel: instructor -> upload file
Rel: instructor -> download resource"
The supervisor wants to prescribe medicine and review test results.,"Actor: supervisor
UseCase: prescribe medicine
UseCase: review test results
Rel: supervisor -> prescribe medicine
Rel: supervisor -> review test results"
The nurse wants to start task and complete task.,"Actor: nurse
UseCase: start task
UseCase: complete task
Rel: nurse -> start task
Rel: nurse -> complete task"
The teacher wants to start task and complete task.,"Actor: teacher
UseCase: start task
UseCase: complete task
Rel: teacher -> start task
Rel: teacher -> complete task"
The instructor wants to enroll in course and drop course.,"Actor: instructor
UseCase: enroll in course
UseCase: drop course
Rel: instructor -> enroll in course
Rel: instructor -> drop course"
The manager wants to prescribe medicine and review test results.,"Actor: manager
UseCase: prescribe medicine
UseCase: review test results
Rel: manager -> prescribe medicine
Rel: manager -> review test results"
The engineer wants to start task and complete task.,"Actor: engineer
UseCase: start task
UseCase: complete task
Rel: engineer -> start task
Rel: engineer -> complete task"
The analyst wants to reset password and change email.,"Actor: analyst
UseCase: reset password
UseCase: change email
Rel: analyst -> reset password
Rel: analyst -> change email"
The technician wants to register for classes and pay tuition.,"Actor: technician
UseCase: register for classes
UseCase: pay tuition
Rel: technician -> register for classes
Rel: technician -> pay tuition"
The manager wants to verify documents and approve registration.,"Actor: manager
UseCase: verify documents
UseCase: approve registration
Rel: manager -> verify documents
Rel: manager -> approve registration"
The client wants to monitor system and report issue.,"Actor: client
UseCase: monitor system
UseCase: report issue
Rel: client -> monitor system
Rel: client -> report issue"
The customer wants to enroll in course and drop course.,"Actor: customer
UseCase: enroll in course
UseCase: drop course
Rel: customer -> enroll in course
Rel: customer -> drop course"
The instructor wants to approve request and generate report.,"Actor: instructor
UseCase: approve request
UseCase: generate report
Rel: instructor -> approve request
Rel: instructor -> generate report"
The developer wants to register for classes and pay tuition.,"Actor: developer
UseCase: register for classes
UseCase: pay tuition
Rel: developer -> register for classes
Rel: developer -> pay tuition"
The manager wants to file complaint and review case.,"Actor: manager
UseCase: file complaint
UseCase: review case
Rel: manager -> file complaint
Rel: manager -> review case"
